time_lsl,uV
567036.0902955614,-119.0
567036.0980509775,-127.0
567036.1058063935,-124.0
567036.1135618098,-107.0
567036.1213172259,-86.0
567036.129072642,-79.0
567036.136828058,-88.0
567036.1445834741,-105.0
567036.1523388904,-119.0
567036.1600943065,-119.0
567036.1678497226,-112.0
567036.1756051386,-112.0
567036.1833605549,-115.0
567036.191115971,-117.0
567036.198871387,-117.0
567036.2066268031,-115.0
567036.2143822192,-112.0
567036.2221376355,-115.0
567036.2298930516,-122.0
567036.2376484676,-110.0
567036.2454038837,86.0
567036.2531592998,529.0
567036.260914716,769.0
567036.2686701322,342.0
567036.2764255482,-301.0
567036.2841809643,-388.0
567036.2919363804,-155.0
567036.2996917967,-150.0
567036.3074472127,-206.0
567036.3152026288,-160.0
567036.3229580449,-150.0
567036.3307134612,-174.0
567036.3384688772,-160.0
567036.3462242933,-148.0
567036.3539797094,-155.0
567036.3617351255,-153.0
567036.3694905418,-141.0
567036.3772459578,-141.0
567036.385001374,-139.0
567036.39275679,-127.0
567036.4005122061,-119.0
567036.4082676223,-112.0
567036.4160230384,-107.0
567036.4237784545,-103.0
567036.4315338706,-98.0
567036.4392892868,-88.0
567036.447044703,-79.0
567036.454800119,-71.0
567036.4625555351,-69.0
567036.4703109512,-67.0
567036.4780663674,-64.0
567036.4858217835,-67.0
567036.4935771996,-67.0
567036.5013326157,-67.0
567036.5090880318,-74.0
567036.516843448,-91.0
567036.5245988641,-105.0
567036.5323542802,-107.0
567036.5401096963,-107.0
567036.5478651125,-119.0
567036.5556205286,-139.0
567036.5633759447,-155.0
567036.5711313608,-162.0
567036.5788867769,-167.0
567036.5866421931,-177.0
567036.5943976092,-182.0
567036.6021530253,-182.0
567036.6099084414,-182.0
567036.6176638575,-184.0
567036.6254192737,-182.0
567036.6331746898,-170.0
567036.6409301059,-165.0
567036.648685522,-167.0
567036.6564409381,-167.0
567036.6641963543,-158.0
567036.6719517704,-155.0
567036.6797071865,-158.0
567036.6874626026,-150.0
567036.6952180188,-153.0
567036.7029734349,-158.0
567036.710728851,-150.0
567036.7184842671,-148.0
567036.7262396832,-153.0
567036.7339950994,-153.0
567036.7417505155,-146.0
567036.7495059316,-146.0
567036.7572613477,-155.0
567036.7650167638,-158.0
567036.77277218,-150.0
567036.7805275961,-150.0
567036.7882830122,-153.0
567036.7960384283,-150.0
567036.8037938445,-155.0
567036.8115492606,-148.0
567036.8193046767,-139.0
567036.8270600928,-146.0
567036.8348155089,-150.0
567036.8425709251,-143.0
567036.8503263412,-143.0
567036.8580817573,-143.0
567036.8658371734,-141.0
567036.8735925895,-141.0
567036.8813480057,-141.0
567036.8891034218,-139.0
567036.8968588379,-146.0
567036.904614254,-146.0
567036.9123696702,-139.0
567036.9201250863,-131.0
567036.9278805024,-115.0
567036.9356359185,-103.0
567036.9433913346,-107.0
567036.9511467508,-124.0
567036.9589021669,-134.0
567036.966657583,-134.0
567036.9744129991,-136.0
567036.9821684152,-141.0
567036.9899238314,-139.0
567036.9976792475,-139.0
567037.0054346636,-136.0
567037.0131900797,-136.0
567037.0209454958,-139.0
567037.028700912,-143.0
567037.0364563281,-141.0
567037.0442117442,-139.0
567037.0519671603,-43.0
567037.0597225765,321.0
